,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
485407,485408,B001RVFERK,AX54G5AL870Q8,"Ratmammy ""The Ratmammy""",0,0,5,1328918400,It's not fried!,"I am on a restricted diet, so these popchips was something I was eager to try.  I am always on the lookout for healthy alternatives to snacking - these were neither fried nor baked (although I will gladly eat a baked chip over a fried potato chip) - popped chips... they reminded me somewhat of Pringles, except the salt content was much lower and not that greasy either.  And, using sweet potatoes instead of regular potatoes caught my eye as well.<br /><br />I loved these popchips.  They are slightly sweet and definitely quenches my need for a snack in the middle of the day.  I've seen these at my local Sprouts (not just in sweet potato flavor but other choices as well) and recommend them.  I think it's wonderful to see different types of alternative ways to healthy snacking available to the consumer."
485408,485409,B001RVFERK,A2UE9D1TQ3XGUH,twinsmom,0,0,4,1328918400,Mixed reviews from my family,"Let me start by saying that I am not a sweet potato fan, however, my daughter and husband are, and since we are always looking for healthier snacks, this looked like a good option. There are only 3 grams of fat in a .8 oz snack bag, so they are much better for you then regular chips and if I remember correctly, are even healthier than the regular potato popchips. Personally, I thought the chips were just OK, but my daughter and husband love them, so I averaged out our reviews to end up with 4 stars.<br /><br />When I first bit into a chip I found it intensely sweet but then quickly I tasted the salt and it formed a nice balance, though after eating several I did find them more sweet than salty overall. They are really very light and not at all greasy. If you are a fan of sweet potatoes, you will probably like these chips. If sweet potatoes aren't your thing, these probably won't sway you (they didn't for me)."
485409,485410,B001RVFERK,A1TCFQP6796ZYB,Layla Jane Anderson,0,0,3,1328918400,its okay,i dont get the big deal. First of all they are not nearly as delicious as regular chips so they dont even satisfy the same chip craving in me. They taste okay but slightly carboardy styrofoamy - i.e qualities that you do NOT want in a chip
485410,485411,B001RVFERK,A1NVK25SNU2BOM,Kay Mackenzie,0,0,5,1328918400,Insanely yummy,"My husband and I agree, these have got to be the best chips ever! Delightful texture, toasty sweet potato flavor, just the right combination of salt and sweet. We're converts!"
485411,485412,B001RVFERK,A1PI8VBCXXSGC7,Lynn,0,0,4,1328832000,Gluten free - Munch worthy & Crunchy with a hint of sweetness & salt..Popchips Sweet Potato,"I'm all for healthier, crunchy snacks. Popchips works for me in this category. Popchips Sweet Potato is gluten free too! These chips have a very, slight sweet flavor with a hint of salt. They don't have a strong sweet potato flavor.<br /><br />These chips aren't fried or baked, but are cooked using heat & pressure until they pop. They are all natural with no preservatives, no artificial flavors or colors, no cholesterol, no saturated fat & no trans fat. They are vegan & gluten free. 28gr of Popchips Sweet Potato have 50+% less fat per serving when compared to 28 grams of regular fried potato chips. (28g of Sweet Potato Popchips has 4g of fat; 28g of regular fried potato chips has 10g of fat) Keep in mind that this bag of Sweet Potato Popchips is 23 grams with 3g of total fat.<br /><br />Nutrition facts:<br />100 calorie per .8oz bag<br />Total fat 3g<br />Saturated fat 0<br />Trans fat 0<br />Polyunsaturated fat .5g<br />Monounsaturated fat 2g<br />Cholesterol 0<br />Sodium 95mg/4%<br />Potassium 45mg/1%<br />Total Carbohydrate 16g<br />Fiber 0<br />Sugars 2g<br />Protein 1g<br />Vitamins A, C & Calcium 0<br />Iron 2%<br /><br />Ingredients:<br />Rice flour, sweet potato flakes, tapioca starch, sunflower, safflower and/or canola oil, organic yellow corn flour, seasoning (sea salt, dried cane syrup, maltodextrin, sweet potato powder, natural flavor, citric acid), sugar, annatto (natural color)<br /><br />My daughter & her friends love this flavor & give it 5 stars; I like it and think it's a little bland. I give it 4 stars. Since I'm writing this review, I'm sticking with the 4 star rating."
485412,485413,B001RVFERK,A1ANQK92F4HIJR,Pop lover,0,0,5,1328832000,I love these,very good ..very yummy... just  wish  jalapeno potato came in super share bags !!!!  that would be super awesome !
485413,485414,B001RVFERK,A1HYH206E18XVC,Bass Cadet,0,0,5,1328745600,Tangy and terrific,"When I asked my older daughter to describe this flavor, she said to be sure to mention the word tangy. That is a fair description as the lime does heighten the taste buds and enhances the slight heat from the chili.<br /><br />My family really enjoys this flavor and it is among our favorites. We have tried most of the other varieties of Popchips and have our own preferences. My older daughter likes salt and pepper, barbecue, and this flavor the best. I like barbecue, sour cream and onion, and this flavor the best. My wife likes salt and vinegar and this flavor the best. My younger daughter does not like this flavor. She prefers barbecue, cheese, and sour cream and onion. Our least favorite is the original, probably because it is so plain by comparison.<br /><br />To me, Popchips are sort of a cross of potato chips, popcorn, and rice cakes. They are potato, but popped like popcorn and sort of puffy like rice cakes. They definitely have more flavor than many rice cakes and are a nice alternative to popcorn. They also can be used with dips although they never seem to last very long in our house."
485414,485415,B001RVFERK,ARZJUEJ3P7NP7,Darris C. Sweet,0,0,4,1328745600,"Pretty Good Taste, Ok Value","I do not eat potato chips very much anymore so I bought Popchips to see if it was a good product. After eating two bags and giving a few to friends/co-workers I think they are above average. My friends/co-workers liked them.<br />Still processed food but better for you than regular, oily potato chips. For what they are they work.<br />The price is OK. Maybe they are more expensive to make so not a big hit here."
485415,485416,B001RVFERK,A3KZCNV1N8R9GC,diljs,0,0,4,1328659200,POP it's a chip!,"I'ma fairly healthy eater, but I LOVE chips.  Potato chips, tortilla chips, I like them all.  Popchips offer a chip like substance,with the promise of low fat.<br /><br />They crunch like chips but don't quite have a chip like texture; it's closer to a rice cake.  The seasoning is decent as well.  They have a surprising amount of a great sweet potato flavor.<br /><br />The ingredients are okay as far as healthiness.  I like that rice flour is the first ingredient rather than potatoes or corn.  You still get oil, although less than normal chips.  There's more salt and sugar than I would like.<br /><br />In the end I found myself munching through the case of 24 fairly quickly.  Popchips taste good and aren't as bad for you.  Check them out!"
485416,485417,B001RVFERK,A1JFGBFN1W5G6U,Daniel L. Bateman,0,0,5,1328659200,Delicious and not bad for you,"I don't like sweet potatoes but I do like sweet potato fries.  I love these Popchips Sweet Potato Chips, they are very tasty.  There isn't a lot of salt, fat, or carbs.  My only complaint is each bag only contains .8 ounces, but I guess they wanted the bag to be exactly 100 calories.<br /><br />The rest of the Popchips line is great too.  Not fried or baked, and reasonably healthy."
485417,485418,B001RVFERK,A8WIWT45M3IGP,Moniquesreviews,0,0,5,1328659200,Crisp and good flavor,I really like the sea salt and vinegar flavor. To me it tastes better than regular potato chips. Was packaged nicely no crushed bags or broken chips!
485418,485419,B001RVFERK,A3K11Z15PE4IMW,MikeFox,0,0,5,1328659200,"Crispy, tasty, wonderful!",These are just delicious. Better than the traditional chip and better for you too! I would recommend that everyone try them. I plan to order more flavors and more and more.
485419,485420,B001RVFERK,A23GS4UGLQBG2V,C. Boudreau,0,0,4,1328572800,"Lots of flavor, not a lot of bad stuff","These chili lime chips have only 100 calories and 4 grams of fat per bag. Most 100-cal snacks that I have had are tiny portions, but these chips are a normal sized serving.<br /><br />They aren't my favorite Pop Chip flavor, but there definetly is a lot of taste. It is strong flavor that grows on you. When I first tried them, I would have said 3 stars, but now I really like them. A few other Pop Chip fans I talked to rate them at 3 - 4 stars too.<br /><br />In the end, they are pretty not-too-bad-for-you, but the taste is, well... a matter of taste."
485420,485421,B001RVFERK,A1B1QMGK8VYG80,Dan Seidman,0,0,4,1328572800,"Pretty Good, VERY Healthy","Finally, someone has created baked chips that have a crunchy texture and good flavor.<br /><br />If you really attend to your health you want to avoid foods fried in oil, top 3 being french fries, donuts and potato chips. Your body has a tough time breaking down the oil once it's fried.<br /><br />So the Popchips are an excellent option for potato chip lovers. (though I prefer the Chili Lime flavor over the Sweet Potato)."
485421,485422,B001RVFERK,A3N4CUW4UYC9I3,MH,0,0,4,1328486400,Great flavor,"For those who have never tried Popchips before, they are not exactly a normal potato chip.  Popchips are air popped rather than fried.  They have a sort of puffy physical trait and kind of remind me of the Munchos chips I used to eat as a kid.  You still get the crunchy feeling of a chip, but they are just ""different"" than a regular potato chip.<br /><br />As a huge fan of barbecue Popchips, I was very anxious to try the Chili Lime flavor.  After the first few chips I ate, I didn't think there was much kick to it.  However, it seems like the more you eat, the spicier they get.  I didn't neccesarily taste the lime in it.  I would personally prefer a little sweetness to the chili flavor, which it didn't have, so maybe that's where the lime falls in.  Overall, these chips have a lot of flavor and are decently spicy.  They are now my 2nd favorite Popchips flavor behind the barbecue.  So, if you like a little spice in your chips, definitely try the chili lime variety."
485422,485423,B001RVFERK,A24ZV048V7J0MT,"Murphy ""Goldenmom""",0,0,3,1328486400,So So,"I have to agree with the recent reviews, these are just so so as far as taste.  I bought them as a lightning deal special thinking these would be a little healthier and keep me away from the Kettle chips that I love...after eating a bag of these, I want the Kettle chips back.  They are ok but not as good as a fried chip.  Maybe eating these will discourage me from chips period.  Like some other people making comments, I'll probably finish the box and not buy again.  They remind me of Pringle chips just smaller and maybe a little puffier."
485423,485424,B001RVFERK,A3RXGD0GGXS7U4,Rodney Myers,0,0,3,1328313600,These chips are meh,"I bought the BBQ flavor.  From time to time you want some chips with a sandwich, or maybe just a salty snack.  The BBQ flavoring is good, but these chips are not as good as fried chips.  Frankly they don't taste good enough to keep my attention as a stand-alone snack.  I eat a few then lose interest.  I'll probably use them as a side with a sandwich."
485424,485425,B001RVFERK,A3QO73FZ1J4DIT,Ginni,0,0,3,1328313600,Just okay,"I've tried some of the other pop chips flavors - and they have MUCH more flavor. My kids, however, absolutely love these and since they're so much healthier than potato chips (I hope) I'll probably just continue ordering them."
485425,485426,B001RVFERK,AVBYIVT620ZL5,A. Hard,0,0,4,1328313600,These Are Addictive,"These are not at all what I was expecting when I popped one in my mouth.  It is a very nice union of salty and sweet with a light sweet yam flavor.  Some sweet potato chips are too strong tasting for me, but not these.  These are light and airy, but still provide a good crunch.  Kind of a cool feeling on your tongue too, like bubbles evaporating. I think these are my new chip because my waist certainly can't afford the fat in traditional chips anymore."
485426,485427,B001RVFERK,A1Y8ZODMDEIYYK,David Gasior,0,0,5,1328227200,Delicious,"My favorite PopChips flavor is the Parmesan Garlic flavor, but this is definitely my new second favorite.  It does have a lot of lime flavor, with the chili flavor being a little less present.  That said, it is there and it is tasty and not spicy.  I was really pleased with this purchase and will definitely buy them again."
485427,485428,B001RVFERK,A28RBR0UMPBUR1,Kathy Lenehan,0,0,4,1328227200,Alternative to rice cakes,"I'm on a diet and there are times when I just want something crunchy. But I also have high blood pressure so a lot of snacks that I use as a treat are too high-sodium for me. I eat rice cakes with peanut butter or cottage cheese once in a while and I happened to see Popchips on Amazon.com. These <a href=""http://www.amazon.com/gp/product/B001RVAWY0"">Popchips Original Potato Chips, 0.8-Ounce Single Serve Bags (Pack of 24)</a> were advertised at a special price and all the flavored ones were sold out, so I decided to try the original flavor. After trying my first bag I have a few comments.<br />1. Great service - I ordered them on 1/27, and they were delivered on 2/3, with no damage to the packaging.<br />2. I like the 24-pack that are individual servings because that helps me regulate portion control.<br />3. As a previous reviewer noted they do taste somewhat like Pringles - whether that's good or bad is up to individual tastes.<br />4. The nutritional information isn't terrible: a serving has 100 calories, 3 grams of fat with no cholesterol or saturated/trans fat, and only 160 mg.sodium; Pringles also contains 160 mg of sodium but has 150 calories and 9 grams of fat, as compared to potato chips with an average of 150 calories, 180 mg. sodium, and 10 grams fat, and pretzels with 110 calories, 450 mg sodium, and 1 gram fat.<br />5. They are kind of dry and bland, but are delicious with salsa - I really liked them with Costco's peach mango salsa! I don't have cottage cheese in the house so I couldn't try that. And I think peanut butter wouldn't be good unless something ""wet"" like sugar-free jam or jelly is also added.<br />I just got them so I'm not sure if I'll reorder another box; I think I'm going to next order Amazon's 6-flavor variety pack (4 Original Potato, 4 BBQ, 4 Salt & Pepper, 4 Sea Salt & Vinegar, 4 Sour Cream & Onion, 4 Cheddar)before deciding. I would give them 3 stars if my review was just based on taste; I'm giving 4 stars because I really want to like them because they're more healthy and I can think of lots of healthy foods to use them with - why not tuna,, egg salad, etc?"
485428,485429,B001RVFERK,A4MB1VMWPKCK4,Deb,0,0,3,1328227200,BBQ are fantastic but don't waste your money on the Chili Lime,I absolutely LOVE the BBQ popchips.  They are my favorite but when I saw they had Chili Lime I thought that would be even better. Not so much. I purchased an entire box of 12 of the 3oz bags and wish I would have just stuck to my BBQ.
485429,485430,B001RVFERK,ATGKNPXJIBE42,Carol Sausen,0,0,4,1328140800,Great Flavor,This flavor is very good and unexpected.  The flavor of the cheese and garlic go well together and they are very crispy and satisfying.
485430,485431,B001RVFERK,A379IB3EYAEL5,"SPARKY0210 ""CC""",0,0,5,1328140800,These are good,"Believe it or not, I don't really like chips, I don't dislike them, but if I see them at a party, I usually won't have any, I prefer pretzels.  I thought that I would give these a try anyways.  They are really good.  Very light, not greasy at all.  I don't like sweet potatoes, but I like the flavor in these chips.  I would encourage all of you and my friends to give them a try.  You'll like em."
485431,485432,B001RVFERK,A3HQAPXAJV7PRX,Diane Kistner,0,0,5,1328054400,Where have you been all my life?,"I've never heard of these chips, but when I was offered the chance to review them, I got the Popchips Sweet Potato. DH had a heart attack last September and, after getting two stents put in, has had to cut out all of his beloved snacks, largely due to the high fat content and sodium (especially the sodium). I've been looking for something ""snacky"" with reduced sodium that isn't awful, and these are just the ticket. One .8 ounce bag, one serving, is a nice round 100 calories with only 3g of fat (.5g polyunsaturated, 2g monounsaturated), no cholesterol, 16g carbs, and 95mg of sodium. They have a bit of a salty taste, and they aren't very sweet with only 2g of sugar. I think they'd make an interesting dip chip with a plain-yogurt-based dip.<br /><br />I liked these Popchips so much that I got the next lowest sodium kind, the Chili Lime Potato flavor with 170mg of sodium and everything else the same except 1g of fiber. DH can have no more than 1500mg of sodium per day, but considering I'm using mostly frozen vegetables and not adding any salt to anything, I think he can have a bag of these on occasion without worry. And yowie zowie! What a big burst of flavor! The Chili Lime Potato Popchips are definitely the go-to chip when you've got to have something that tastes really ""bad for you.""<br /><br />I expect we're going to be signing up to get our Popchips delivered regularly via Amazon subscription. If we had been eating these Popchips instead of the regular high-fat/high-sodium/high-carb fare all along, I expect we'd both be a lot healthier now. A highly recommended product."
485432,485433,B001RVFERK,A3AZI828WJN1CD,Becky (beckygardens),0,0,3,1328054400,Really sweet but sort of tasty,"At 100 calories a bag these are a nice substitute for that afternoon craving of crunchy chips. The popchips give a nice satisfying crunch, and I would not have know they weren't fried. They have the nice mouth-feel of a fried chip, they don't taste baked or rice cracker-ish. The only off putting problem I had was these are really sweet. I don't mean sweet potato sweet, I mean eating a salty sugar cube sweet. I checked and the carb count isn't bad, there are only 2 grams of sugar, but these have a weird sweet taste and a strange after taste. If you like the sweet salty trend, the salted caramel or bacon sweets, you'll probably really like these, I prefer a more savory crunchy snack."
485433,485434,B001RVFERK,A13MKSASQ6YWL7,Brad Willis,0,0,3,1327968000,"I love Popchips, but I don't love this flavor","As I write this review, I'm looking at 3 large boxes of Popchips stacked in my living room.  I bought 2 of the 3 boxes, which each contain 24 bags of the chips.  One of the boxes I ordered is Popchips barbeque flavor, the other is the Popchips Variety Pack and now I have a box of the new Chili Lime Popchips that was provided by the manufacturer for this review.<br /><br />I am a big fan of Popchips and I've bought them many times.  Generally, Popchips are low in calories, low in fat and relatively low in sodium.  They make an excellent snack that's a lot better for you than regular potato chips.<br /><br />Problem is, the chili lime flavor really isn't very good, in my view.  There's sort of an off-putting aftertaste to them that I can't just put my finger on.  You can taste the lime, although it's a bit stronger than I'd like, and it sort of tastes like bad chili, but I'm not a fan of this variety.<br /><br />Sure, I'll eventually finish the box, but I wouldn't order them again.  So while I love Popchips in general and enthusiastically recommend them, I can't recommend these and give them a 2.5 star rating, which I'll round up to 3 stars mostly because I do like and support Popchips.<br /><br />I'd recommend avoiding these.  The flavor isn't quite right, in my view.  My favorite flavor is barbecue followed by plain and the variety pack is a good way to figure out what you like the best.  But I cannot recommend Chili Lime Popchips."
485434,485435,B001RVFERK,AJ2FDNZ3COBFN,Cassie,0,0,2,1327968000,Not as good as I'd hoped,"I had been eying the Popchips brand for some time but I they seemed too expensive and I passed. So, when I got the opportunity to review them, I was so excited to try them out. Unfortunately they did not live up to any expectations that I had from the good things I heard about them. The bags are hard to open but once you finally open them, of course the bag is less than half full. In my case that was a good thing. The texture is strange and light but I could get used to that. The chili lime ""flavor"" is terrible! Mostly what I taste is lime and salt. I like lime, but not that much. The so called ""chili"" flavor is almost non-existent and not enjoyable. It doesn't add anything in my opinion. Despite my experience these chips have good reviews. That tells me that I just need to try other flavors. This one needs improvement."
485435,485436,B001RVFERK,AFTPBXAEUB993,JLuv,0,0,5,1327968000,Tasty,These are super tasty treats for days when you want something crunchy and salty.  I didn't find them overly salty as some commented.  They are very good and I would buy them again and again if the price were lower.  I got them as a special (24 single serve bags for $14) and would buy again at that price just to keep around as snacks.  Each bag is 100 cals and you actually feel like you are getting a real bag of potato chips.  Yummy.
485436,485437,B001RVFERK,A1EDX1UZ64LA7J,Dawne,0,0,5,1327968000,"I ""yam"" Happy!","I have tried most flavors of PopChips, but the 'Sweet potato' chips arrived today, and are at the top of my list for Popchip varieties.Satisfying crunch, just enough sweetness to provide a yummy snack without an overload of calories. Add some, color, texture and novelty to your diet!"
485437,485438,B001RVFERK,A1CVEGNOQ62A25,Edward,0,0,5,1327881600,Sweet Potatoe Review,"I dislike it when they lump reviews for all flavors together. I have to rate these 5 stars because most flavors are amazing. I love popchips. The bbq and cheese ones are my fav, but recently ordered the sweet potatoes and found them to be lacking in taste. In fact, they tasted just like all the other types of chips, lacking flavor. Looking forward to trying the chili lime."
485438,485439,B001RVFERK,ADVSW4W1HHYF7,scolvig,0,0,3,1327795200,So so,"Normally I prefer plain chips, even though I don't eat them often. The chili lime is pretty good, great with some guacamole. These chips are very crisp, with a strong potato flavor, but also have a slightly burnt taste."
485439,485440,B001RVFERK,A3GFK7F5IUF60X,"Myra Schjelderup ""Ignolopi""",0,0,4,1327795200,"Spicy, limey, popchips.","The Chili Lime popchips are a bit overwhelming. My friends said they couldn't really eat them by themselves, they taste better with a meal. However, I happily ate a whole bag just by itself, and it was fun.<br /><br />The chili (spicy) comes on strong at first, then you taste the lime, then it ends with a spicy limey aftertaste that is quite pleasant. This was my first time trying Popchips, and I loved eating them, the texture is great.<br /><br />The only thing I didn't like was the size of the bags. It's like they are only half-filled, or the bags are twice the size they need to be. It makes it look like there is more in the bag than there is.<br /><br />Note that although these are '100 calorie' bags, each bag has 16 carbs. If you are on a low-carb diet, that eats up a large chunk of your daily serving, so beware! Because, like with most chips, you can't just eat one chip."
485440,485441,B001RVFERK,A2EKPIN655LOW8,"Lisa ""Lisa""",0,0,5,1327708800,Everybody loves these things,"The kids love them, we love them... it;s a win win for everyone. They taste like sweet potato casserole and are light and crunchy. Not sure how MUCH healthier than a bag of chips they are, but the kids prefer these to any other chip type snack. We will be buying more of these."
485441,485442,B001RVFERK,A10Z8FC0SMU5VQ,Dorraine M. Rooney,0,0,4,1327622400,unusual but good,"This was tasty and had a chip texture, I thought they had a slight grham cracker flavor...I do not really like sweet potatos, but really enjoyed them...a neat way to keep kids healthy...also great way to get older people to eat healthy"
485442,485443,B001RVFERK,A3HB5SW2FNSTHS,Diamond,0,0,5,1327622400,Best snack chip ever!,"Popchips are so flavorful and light. They are not greasy like Lays or any other regular potato chip, and it is softer than a pretzel. Popchips are so good, light, and crunchy yet fluffy. Pick your favorite flavor and try popchips. you will not regret it!"
485443,485444,B001RVFERK,A11L5M4MJP00UW,"David L Hutchins ""Music Lover""",0,0,4,1327536000,DELICIOUS!,"I don't much like sweet potatoes or things made with sweet potatoes, but these are really very good.  They have an unusual taste that is hard to describe.  It's a little on the sweet side; perhaps too sweet for some; great for others.  Popchips (any variety) are not quite as hard or crunchy as regular potato chips, but that seems like a plus to me.  They have a nicer consistency than potato chips.  I have tried other varieties of Popchips too and I like them all.  This one is of the more interesting flavors and it is sure to be a big hit.  Popchips are far less greasy than regular chips because they are not fried in fat.  Not sure of the exact process, but the result is a wonderful chip that I prefer to regular chips.  I wouldn't call these healthy, but certainly better to eat than regular greasy chips.<br />I would eat Popchips all the time over other chips, except that the bags are small and they are a bit more expensive than other chips.  The extra you pay for these is worth it if you like this style of chip.  I can't imagine anyone not liking Popchips, although perhaps not everyone would like this flavor.  Give it a try and you will most likely be hooked."
485444,485445,B001RVFERK,APPJNVNF4BFLB,ConnieP,0,0,4,1327449600,Sweet Potato Popchips,"Decent tasting snack.  Definitely has a sweet potato flavor, so if you don't like that vegetable, you probably won't like the flavor of these.  One bag (0.8 oz or 23 g) contains 19 chips, has 100 calories, 3 g of fat, 95 mg of sodium, and 45 mg of potassium.  That isn't bad compared to many other snack foods.  For example, a comparable size bag of regular potato chips would have about 130 calories and 8 g of fat.  However, these Popchips don't taste like regular potato chips.  If you like the fatty, salty flavor of regular potato chips but are trying to cut back, I would recommend a reduced fat kettle chip variety instead.<br /><br />After reviewing the ingredients of these ""natural"" Popchips, they are not as healthy as I expected.  The first two ingredients are rice flour and sweet potato FLAKES.  The remaining ingredients are tapioca starch, sunflower, safflower, and/or canola oil, organic yellow corn flour, seasoning (sea salt, dried cane syrup, maltodextrin, sweet potato powder, natural flavor, citric acid), sugar, and annatto (natural color).  They contain no fiber nor vitamin A, which I would expect to find in a sweet potato product.<br /><br />All in all, the Sweet Potato Popchips are not a bad snack to munch on when compared to many other processed snacks foods.  Obviously, something along the lines of an apple or some plain popcorn would be a healthier choice for a snack, but certainly would not be as enjoyable!"
485445,485446,B001RVFERK,A24N79JNVNFSBV,jhcpa,0,0,5,1327449600,Outstanding!,"Put simply, these chips are full of flavor, texture and lower in calories than your average potato chip. They have a slightly salty but still sweet flavor. There's great ""crunch"" due to the fact that they have rice flour in them. They are not greasy since they are NOT fried. The only criticism is that they do not offer any significant fiber, being that the sweet potato is mixed with rice flour. I will absolutely purchase these as an alternative to a potato chip or a tortilla chip, for snacking."
485446,485447,B001RVFERK,A3AWV00ZU7MSK1,"Succinct  Reviews ""Pirulina""",0,0,5,1327276800,Great Alternative to Potato Chips,"Simply put this is a great alternative to regular potato chips.  These chips are all natural; they have no preservatives or artificial flavors and colors. Each bag brings about 19 chips and are 100 calories (30 calories from fat).  The chips crunchy and have a very light sweet potato taste.  They also have an airy feel to them - like rice cakes. I enjoyed them.  For those that are gluten intolerant, they are also gluten-free."
485447,485448,B001RVFERK,A2ID7VOD453BK2,Brandon Mom,0,0,5,1325635200,Love 'em!,"Love these!  Crunchy, barbeque-y, and the price matches the grocery store sale price!  Not traditional chips, but still a tasty snack."
485448,485449,B001RVFERK,AJTT716I37Q6J,Carolyn Lattanzio,0,0,5,1324425600,Single Serve Pop Chips,"It is so convenient receiving these single serve Pop Chips through the mail.  They stay fresh, and there is no waste or overdoing it.  One little bag is a decent portion of these tasty chips, and I've never seen this size in a store."
485449,485450,B001RVFERK,ADO3XPE53BLZK,"Mr. Crisp ""Crispy""",0,0,5,1323820800,Better than regular chips,"Why eat regular potato chips, when you can eat pop chips. The BBQ Flavor gets boring pretty quickly, so don't eat a whole lot in a few days."
485450,485451,B001RVFERK,A1319A742A62DC,M. McKay,0,0,5,1323216000,Excellent snack!,I love these and usually have one a day! They give me the POTATOE flavor and crunch without the fat and calories!
485451,485452,B001RVFERK,AQJBTS8BXNJ9N,Karen Newman,0,0,5,1322438400,Popchips BBQ Potato Chips,"By accident, I stumbled on this product a few months ago.  Absolutely love the Popchips BBQ Potato Chips.  I've tried ALL the flavors, but BBQ is my favorite.  I'm on Weight Watchers, and this is a great alternative to regular chips...and I don't feel one bit guilty after eating a bag!  I get the individual sized bags by the case...so they're always available.  Can't find them locally, but Amazon.com is the next best thing!"
485452,485453,B001RVFERK,A3ZMC6NFTXEKO,"M. R. Griffin ""griffinfinity""",0,0,5,1321488000,Health food!,"Look, I love chips and hate the idea of having to give them up because they are no good for me...these ROCK and are not detrimental. Taste great and a FULL bag are around 300 calories...cannot beat it...these are an integral part of my having dropped 30 lbs in the past 2 1/2 mos..."
485453,485454,B001RVFERK,A28A2GHGUEED7B,"Jennie ""Pom mom""",0,0,3,1320451200,Product has changed,"I used to think these were basically ""potato crack"" but they have changed the way they process them with my last batch.  They seemed flat and overcooked.  Hopefully, things will get back to normal with the next order."
485454,485455,B001RVFERK,A2P1RL8TY0BT10,white cloud,0,0,2,1319846400,Tasty but too salty!,"Tried the original chips - they are crispy, tasty but TOO salty for me. Both chips and packet are light!"
485455,485456,B001RVFERK,A3TQ0ZSAD2G98A,Madeline C. Kimmich,0,0,5,1319846400,Salt and Pepper!!!,"Popchips are delicious!!!  We bought a variety pack.  I love the Salt & Pepper though all flavors are good (according to my husband since I can't have any dairy I did not try those flavors).  While the chips are high in sodium, they are a nice healthy alternative to grease and salt laden fried potato chips.  Don't expect a traditional potato chip or even a pressed chip like Pringles.  They are different but delicious.  A 0.8 ounce bag contains only 100 calories and 10% of your daily salt (2000 cal diet).  The bag says they start with a potato and ""add a little heat and pressure and.. pop.""  Well, not quite.  The ingredients list: Natural Potato Ingredients (Potato Flakes, Potato Starch), Safflower Oil and/or Sunflower Oil, Rice Flour, Sea Salt.  If you need gluten-free, they are gluten free BUT they are made on equipment shared with wheat."
485456,485457,B001RVFERK,A3AR4MDJNH4AOL,Dorrie,0,0,5,1319760000,Healthy Indulging,"These cute little circles crunch and taste so, so, so good!  I always remind myself that I'm eating a low-fat, baked good-for-my-health snack or part of a meal because the truth is they're sinfully good.  I like them best when I just nibble at the edges and draw the experience out for as long as I can.  But they're good just chomped down, too."
485457,485458,B001RVFERK,A3M3CXC2I4JW9T,dab1231,0,0,5,1319760000,Buy them people!,"I am so happy to have discovered these chips. I hate stealing a phrase from another product, but they melt in your mouth. I have ordered and tried all flavors without disappointment.Just getting ready to place another order for these 100 calorie per bag, air popped chips. Do try them people!"
485458,485459,B001RVFERK,AKRR18ZSNC1DH,Kristie,0,0,5,1319155200,Great for when you're feeling snacky,"First off, I have to say that the salt& pepper and barbeque flavors are the way to go. SO GOOD. Really, I just like that these are crunchy, salty and yummy. They're an easy addition to my lunch when I need some extra snack items and want something to look forward to during the work day. I wouldn't call them filling but they're good to tide me over for an hour until lunch or I get home to start dinner - I do run a lot though so maybe that's why."
485459,485460,B001RVFERK,AKU6UCK068L9H,Eleni Fredlund,0,0,3,1318723200,not as good as BBQ flavor,"BBQ was out-of-stock when our subscription order was due, so I tried these. Still light and less fatty, but the flavor is off."
485460,485461,B001RVFERK,AK8OTQJLAAJV4,"J. Ring ""Critic""",0,0,5,1318723200,Delicious,"Kids love these and it's a nice alternative to fried chips.  I Know they're still junk food, but they're certainly better for you then many treats on the market.  They also happen to taste great too."
485461,485462,B001RVFERK,A3SNYHI909TVJ5,Red1960,0,0,4,1318723200,Tastes great!,These remind of a product called Munchos that I liked a long time ago in regards to flavor. Great crunch and salt level. I wish they packages a bit bigger than the 0.8 and smaller than 3 oz.  The 0.8 isnt quite enough and the 3 is too much. About 1.5 oz would be right for my appetite.
485462,485463,B001RVFERK,A2OG042EUQ8XG5,Diane Haynes,0,0,5,1318377600,Wonderful!!!!! ( I purchased them from Amazon.com) Love Amazon,"These chips taste great! You will not go wrong with them they are low in calories high in fiber. If you eat to much like more than one bag in a sitting, you may become constipated! other than that they are wonderful you will not be sorry."
485463,485464,B001RVFERK,ADP90UE5RC3H4,deadwoodgal,0,0,5,1318377600,Great Chips!,"I absolutely love Pop Chips.  Cheddar is my favorite, but I thought I'd try these cause I like Parmesan too.  Just a word of caution....you'd better like garlic if you buy these because the garlic flavor definitely overwhelms the Parmesan flavor. All in all, these are great chips if you're watching your weight.  They are crispy and flavorful and much lower calories than regular chips."
485464,485465,B001RVFERK,AWK8JFCJ72VGT,"Careful Shopper ""Loris""",0,0,3,1317513600,"Makes you pucker, but tastes good.","I accidentally bought these chips (thought I was getting original pop chips), but have to say, because they are a little tart, I don't seem to be eating them as quickly, (good for my diet!).  If you like the taste of vinegar, you will like these."
